cgpa,internships,projects,workshops_certifications,aptitude_test_score,soft_skills_rating,extra_curricular_activities,placement_training,ssc_marks,hsc_marks,n_job_applications,personality_type,placement_status,student_id
7.7,1,0,0,75,3.6,Yes,Yes,55,82,28,4,1,5723
6.6,0,1,1,64,4.6,Yes,Yes,64,71,15,1,0,7736
7.8,2,3,2,84,4.7,Yes,Yes,81,86,14,2,1,2504
8.2,1,2,3,83,4.2,Yes,Yes,78,80,7,2,0,8649
9.0,2,3,2,88,4.8,No,Yes,72,84,24,3,1,2370
8.0,1,3,2,90,4.8,Yes,Yes,69,85,28,2,0,4968
8.1,1,3,1,90,4.8,Yes,Yes,86,83,24,4,1,5884
6.7,1,1,1,70,4.5,No,Yes,75,72,23,2,0,2218
8.3,2,3,0,86,4.7,Yes,Yes,81,71,15,3,1,5848
7.5,0,1,1,71,3.4,No,No,66,74,7,1,0,2219
6.8,1,1,1,72,4.8,No,Yes,62,67,3,2,0,3327
6.5,2,3,0,77,4.3,No,Yes,87,67,20,2,0,7008
8.0,2,3,0,85,4.7,Yes,No,70,88,9,2,1,3584
8.05,1,3,2,89,4.47,Yes,Yes,85,83,8,2,0,10023
7.6,1,1,1,79,4.3,No,Yes,55,58,12,2,0,3620
8.1,1,1,0,86,3.8,No,No,78,68,21,2,0,6218
6.5,1,1,1,60,4.2,No,No,57,60,18,2,0,9491
8.2,2,3,2,90,4.7,Yes,Yes,78,84,17,3,1,6699
7.4,0,1,1,67,3.4,No,No,62,64,25,1,0,3116
6.7,1,3,0,87,4.6,Yes,No,81,69,15,2,0,86
8.5,2,3,2,90,4.5,Yes,Yes,85,88,29,3,1,8635
7.5,1,2,0,82,4.2,No,Yes,77,64,10,2,0,5974
8.4,2,3,2,90,4.8,Yes,Yes,82,80,12,2,0,2802
8.8,2,3,2,90,4.8,Yes,Yes,80,83,7,3,1,3672
8.4,2,3,2,90,4.8,Yes,Yes,78,76,27,3,1,3668
8.4,2,3,1,84,4.5,Yes,Yes,84,87,7,3,1,9992
8.2,1,2,2,78,4.1,Yes,Yes,70,82,15,2,0,5159
7.0,1,2,0,69,4.7,No,Yes,57,65,12,4,1,5726
8.5,2,3,2,90,4.8,Yes,Yes,80,82,17,3,1,4591
7.4,1,3,2,90,4.8,Yes,Yes,79,83,12,4,1,2020
8.5,1,3,2,90,4.8,No,No,82,63,28,4,1,8146
6.9,0,1,1,73,3.5,No,Yes,69,63,22,1,0,2526
8.6,2,3,2,90,4.6,Yes,Yes,74,88,7,3,1,8789
8.2,1,2,1,83,4.7,Yes,Yes,83,82,27,4,1,9183
7.5,1,2,2,82,4.1,Yes,Yes,83,69,4,2,0,3213
7.9,2,3,1,82,4.2,Yes,Yes,83,69,26,2,0,520
6.6,1,1,0,71,4.1,No,Yes,67,64,7,2,0,5367
7.8,1,3,1,70,4.3,No,No,65,61,11,2,0,7038
8.3,1,2,1,84,4.3,Yes,Yes,64,71,21,2,0,2896
7.6,2,3,0,88,4.4,No,Yes,80,68,17,2,1,245
6.8,1,1,0,80,3.6,No,No,66,69,4,2,0,5931
8.4,1,3,0,84,4.1,Yes,Yes,80,75,15,2,0,4715
7.7,0,2,3,74,4.0,Yes,Yes,90,84,16,1,0,9395
8.3,1,2,1,80,4.7,Yes,Yes,74,81,4,2,0,3426
6.5,0,1,0,65,4.5,No,No,59,69,22,1,0,7012
8.0,1,1,2,79,4.6,No,No,58,70,25,2,0,7212
6.8,1,1,1,77,3.3,No,Yes,55,58,24,2,0,7169
8.2,1,3,0,79,4.6,No,Yes,71,68,26,2,0,6905
6.5,1,1,1,73,3.4,No,No,55,65,30,2,0,6436
7.5,0,2,1,82,4.2,Yes,Yes,80,85,14,1,0,7540
7.8,1,2,2,90,4.3,Yes,Yes,75,64,3,2,0,5510
8.2,1,2,1,77,4.5,Yes,Yes,71,80,27,2,0,6298
8.1,1,2,0,83,4.6,Yes,Yes,75,75,26,2,0,2002
6.5,0,2,0,78,4.5,No,Yes,55,68,11,4,1,886
8.4,1,3,2,88,4.8,Yes,Yes,80,85,19,4,1,870
8.0,1,3,2,84,4.3,Yes,Yes,76,78,30,4,1,9883
8.8,2,3,2,90,4.8,Yes,Yes,73,80,14,3,1,5721
8.9,2,3,2,89,4.6,Yes,Yes,71,83,11,3,1,357
7.13,0,1,1,75,4.51,No,No,61,66,19,1,0,10107
7.4,1,3,1,81,4.4,No,Yes,70,67,11,2,0,5452
6.5,1,1,0,77,4.7,No,No,55,83,12,2,0,8356
8.4,2,3,1,83,4.8,Yes,No,64,64,14,3,1,8377
6.9,1,2,1,90,3.9,Yes,Yes,78,85,15,2,0,8015
8.5,2,3,0,90,4.8,Yes,Yes,73,88,16,3,1,1276
8.3,0,1,3,77,4.0,No,Yes,55,67,12,1,0,1891
8.4,1,1,2,86,4.7,Yes,No,69,71,27,2,0,8861
6.6,1,1,0,74,4.7,Yes,No,68,64,24,2,0,7819
7.5,1,2,1,90,4.6,No,Yes,72,83,20,4,1,6839
7.4,0,1,1,72,3.5,No,Yes,66,61,4,1,0,9370
6.6,1,2,0,68,3.6,No,No,60,57,19,2,0,3564
8.2,1,1,2,72,4.1,No,Yes,79,69,18,2,0,5788
8.1,2,1,1,75,4.7,Yes,Yes,60,70,22,2,0,4959
7.3,1,1,1,84,3.9,No,No,55,62,18,2,0,1547
8.6,1,3,2,90,4.7,Yes,Yes,84,84,30,4,1,6194
7.8,1,3,2,83,4.2,Yes,Yes,78,80,7,2,0,2381
6.7,0,2,1,63,4.4,No,Yes,59,61,24,1,0,3824
7.1,1,1,0,79,4.6,No,No,62,72,6,2,0,3233
8.2,2,2,0,74,4.1,No,No,60,74,11,2,0,8564
7.5,1,2,1,60,3.4,Yes,Yes,78,84,25,2,0,3307
8.5,1,2,1,70,4.5,Yes,Yes,74,64,10,4,1,493
7.7,1,1,1,79,4.0,Yes,Yes,84,65,27,2,0,3500
6.5,1,1,0,80,4.4,Yes,Yes,55,66,18,2,0,6936
8.3,0,1,0,79,3.5,No,Yes,70,70,9,4,1,1117
6.6,2,3,0,73,4.5,Yes,Yes,75,72,3,2,0,5638
7.4,0,2,0,75,4.4,No,Yes,57,67,20,1,0,8950
8.4,2,3,0,90,4.8,Yes,Yes,58,88,15,3,1,6147
7.13,1,1,0,72,4.53,No,Yes,64,72,23,2,0,10067
8.4,2,3,2,83,4.7,Yes,Yes,83,84,19,3,1,8951
8.2,1,1,0,77,3.8,No,No,57,67,27,2,0,8123
7.5,0,1,0,72,3.7,No,Yes,57,65,28,1,0,9272
7.9,1,1,2,72,4.8,Yes,No,64,69,17,4,1,8785
6.8,1,1,0,79,4.3,No,No,55,63,29,2,0,9254
7.9,2,3,0,81,4.6,Yes,Yes,82,79,20,2,0,3646
8.0,1,2,0,90,4.3,Yes,Yes,75,70,24,2,0,2501
8.5,0,3,2,76,4.8,Yes,No,74,81,12,4,1,5678
6.5,0,1,0,76,4.7,No,Yes,59,68,11,1,0,8166
8.4,1,3,0,90,4.6,Yes,Yes,78,87,21,4,1,5242
8.1,2,3,2,83,4.5,Yes,Yes,83,82,19,3,1,7524
7.5,1,3,1,84,4.0,Yes,No,74,70,13,4,1,2784
6.9,0,3,1,87,4.6,Yes,Yes,66,75,18,1,0,6159
7.4,1,1,1,76,4.6,No,Yes,60,57,25,2,0,3810
7.9,0,1,0,68,4.1,No,Yes,55,65,28,1,0,6891
8.3,2,3,2,88,4.8,Yes,Yes,66,83,5,3,1,8958
8.2,2,3,2,90,4.8,Yes,Yes,70,86,11,2,0,8128
7.6,1,2,2,79,4.3,Yes,Yes,70,82,20,4,1,1697
8.3,0,3,2,88,4.8,Yes,Yes,74,72,30,4,1,5686
8.3,0,2,0,90,4.6,Yes,Yes,75,82,29,4,1,7465
8.1,2,3,2,90,4.6,Yes,Yes,85,88,29,3,1,5940
7.7,1,1,1,60,3.6,No,No,59,58,12,2,0,2053
8.3,0,2,0,79,4.3,No,No,75,65,28,4,1,1777
7.7,0,1,2,84,3.9,No,Yes,60,65,28,1,0,6831
6.5,1,2,1,70,3.9,No,No,56,68,27,2,0,3314
7.5,0,1,0,78,4.0,No,No,55,71,20,1,0,4782
6.5,1,1,1,73,4.0,Yes,No,55,62,5,2,0,8631
8.5,1,0,2,70,4.2,Yes,No,63,67,12,2,0,9654
9.0,1,3,2,78,4.8,Yes,Yes,79,85,23,4,1,1593
8.8,1,3,0,72,4.1,Yes,Yes,74,74,27,4,1,1724
7.4,0,1,1,70,4.2,No,No,61,70,24,1,0,216
8.2,1,1,1,88,4.8,No,Yes,68,77,5,4,1,6590
7.0,0,3,0,75,3.9,No,No,56,70,25,4,1,8420
7.6,1,2,1,76,3.9,No,No,55,69,19,2,0,491
7.7,1,3,2,70,3.8,Yes,Yes,76,80,18,2,0,9318
8.3,1,2,2,89,4.8,Yes,Yes,81,62,3,4,1,3484
8.7,0,3,2,88,4.7,Yes,Yes,85,82,3,4,1,5103
7.6,0,3,2,78,4.8,No,Yes,78,79,3,4,1,5188
8.2,0,3,2,79,3.9,No,Yes,81,65,15,1,0,3432
6.9,0,2,0,71,4.0,No,Yes,55,71,20,1,0,6558
6.6,1,3,2,81,4.5,Yes,No,72,77,14,2,0,8021
7.4,0,2,1,80,4.1,No,No,66,64,24,1,0,6411
8.3,2,3,0,82,3.5,Yes,No,82,80,26,2,0,5514
6.7,1,1,1,70,4.0,No,No,68,57,20,2,0,26
6.5,1,3,0,76,4.4,Yes,No,55,67,20,2,0,3513
7.9,1,1,1,76,4.4,Yes,Yes,65,85,29,2,0,2410
8.4,2,3,2,90,4.6,Yes,Yes,83,88,29,3,1,3271
8.6,1,3,2,86,4.7,Yes,Yes,81,82,3,4,1,5210
8.0,1,2,1,77,4.5,No,No,61,70,4,2,0,8886
6.5,1,1,1,67,3.7,No,Yes,55,66,26,2,0,1553
7.6,1,1,0,72,3.9,No,No,55,62,12,2,0,9385
6.5,0,2,0,85,4.8,No,No,89,67,6,4,1,8795
6.5,1,1,0,75,3.6,No,No,63,68,8,2,0,3872
7.6,1,2,0,80,4.4,No,No,61,72,26,2,0,3403
7.6,1,2,2,87,3.9,No,No,55,82,13,4,1,4530
6.6,1,2,0,88,4.0,No,No,78,67,8,2,0,980
8.5,2,2,2,90,4.8,Yes,Yes,84,71,6,3,1,2656
7.8,2,3,1,90,4.6,Yes,No,87,84,4,2,1,1848
8.0,2,2,2,88,4.4,No,No,75,80,7,2,0,8244
8.0,2,3,2,90,4.8,Yes,Yes,84,84,14,2,1,8404
7.3,1,1,0,69,3.7,No,Yes,56,70,3,2,0,7434
8.2,1,3,0,82,4.7,Yes,Yes,76,84,28,2,0,7591
8.0,1,0,2,79,4.4,Yes,Yes,73,84,24,4,1,5722
6.5,0,3,0,81,4.8,Yes,Yes,90,68,28,1,0,516
7.6,1,1,1,89,4.8,Yes,Yes,55,84,5,4,1,7496
8.2,1,3,2,85,4.6,Yes,Yes,79,86,7,4,1,8461
8.1,0,2,3,71,4.2,Yes,No,82,74,25,1,0,1103
7.4,1,1,1,75,4.2,Yes,Yes,64,64,16,2,0,3277
7.5,1,1,0,74,3.5,No,Yes,60,68,3,4,1,7507
7.4,1,1,0,82,4.7,Yes,Yes,84,87,30,2,0,7683
8.6,0,3,1,85,4.6,Yes,Yes,74,81,3,4,1,9260
6.7,1,1,0,74,3.7,No,Yes,55,67,20,2,0,8501
6.5,1,1,0,89,3.9,No,Yes,56,71,17,2,0,3997
6.5,0,1,0,75,3.7,No,No,58,62,27,1,0,195
7.7,2,1,1,70,3.5,Yes,Yes,66,67,6,2,1,4712
8.3,2,3,2,90,4.8,Yes,No,69,80,21,3,1,644
8.1,0,3,2,90,4.8,Yes,Yes,78,86,15,4,1,8554
7.2,1,1,2,74,4.7,No,No,55,78,4,2,0,3286
7.2,1,2,1,72,4.4,No,Yes,63,74,20,2,0,3117
8.1,0,1,2,80,4.3,Yes,Yes,81,86,21,1,0,9900
8.6,2,3,2,90,4.8,Yes,Yes,71,80,22,3,1,3576
7.6,1,1,1,73,4.5,No,No,55,61,18,2,0,9206
7.5,0,2,1,70,4.4,Yes,Yes,55,73,12,4,1,4321
8.68,2,3,2,82,4.68,Yes,No,73,86,26,2,1,10193
7.8,1,1,0,89,4.7,Yes,Yes,79,69,17,2,0,2208
8.2,2,3,0,85,4.7,Yes,Yes,72,87,5,3,1,4553
7.6,1,1,0,69,4.0,No,Yes,59,65,26,2,0,7608
7.5,1,2,0,68,4.2,Yes,Yes,57,75,16,2,0,3719
7.3,1,1,2,66,4.6,No,Yes,55,70,22,4,1,973
8.1,2,3,2,90,4.8,Yes,Yes,79,87,19,3,1,4580
7.9,1,3,2,88,4.6,Yes,Yes,84,85,19,4,1,6517
8.3,2,2,0,90,4.6,Yes,Yes,81,81,8,3,1,720
7.4,1,2,2,74,4.5,Yes,Yes,78,83,10,2,0,6785
8.3,1,3,2,89,4.7,Yes,Yes,69,85,29,4,1,6156
8.0,0,3,2,90,4.8,Yes,Yes,74,71,3,4,1,9621
8.4,2,3,2,89,4.8,Yes,Yes,74,82,23,3,1,3897
6.7,1,3,1,76,4.4,Yes,Yes,84,83,25,4,1,2804
7.5,1,1,0,68,4.8,No,Yes,63,69,19,2,0,2567
6.5,1,1,0,80,4.5,No,Yes,60,70,24,2,0,4026
7.1,2,1,1,81,4.6,Yes,Yes,77,83,25,2,0,6199
8.5,1,3,0,90,4.8,Yes,Yes,85,85,22,4,1,33
7.6,1,2,1,88,4.2,Yes,Yes,73,86,14,4,1,8471
6.5,1,3,1,75,4.5,No,No,60,64,7,2,0,9009
7.9,1,2,1,69,4.6,No,Yes,57,68,22,2,0,10017
8.5,2,3,2,90,4.4,Yes,Yes,84,86,15,3,1,4064
6.5,0,1,0,64,4.1,No,No,56,69,25,1,0,9129
8.2,2,3,2,88,4.8,Yes,Yes,67,86,11,2,0,5541
7.5,0,2,2,79,4.6,Yes,Yes,90,67,3,4,1,1698
8.5,1,2,0,87,4.7,No,Yes,55,70,20,4,1,2793
7.4,1,2,0,65,3.9,No,No,74,66,12,2,0,2223
7.4,1,2,0,68,3.8,No,Yes,57,65,27,2,0,5819
7.9,0,1,0,79,4.2,No,No,55,62,17,1,0,9857
8.2,1,3,2,90,4.4,Yes,No,74,80,24,2,0,3765
6.5,1,2,1,65,4.7,No,No,55,59,20,2,0,3867
7.5,1,1,1,80,4.1,Yes,Yes,73,69,30,2,0,7637
7.9,1,2,1,86,4.4,Yes,Yes,83,67,21,2,0,8837
8.2,2,3,2,90,4.6,Yes,Yes,78,85,18,3,1,9119
8.0,2,3,2,90,4.8,Yes,Yes,75,88,5,2,1,9288
7.2,1,3,3,88,4.6,No,Yes,76,84,16,4,1,7367
7.7,1,3,3,87,3.9,Yes,Yes,80,65,7,2,0,3759
8.0,2,3,1,73,4.4,Yes,Yes,81,68,23,2,0,2832
8.3,2,3,3,90,4.8,Yes,Yes,90,83,6,3,1,3228
8.1,2,3,0,83,3.8,Yes,No,67,60,13,3,1,8117
7.6,1,2,0,76,4.2,No,Yes,57,64,14,2,0,3924
8.1,1,2,0,84,4.4,Yes,Yes,55,71,29,2,0,3905
7.8,1,3,2,90,4.8,Yes,Yes,79,83,13,4,1,2278
8.3,2,3,2,90,4.8,Yes,Yes,77,86,4,3,1,7088
8.4,1,2,2,86,4.5,Yes,Yes,86,79,22,4,1,1402
6.5,2,1,0,79,3.6,No,No,63,65,20,2,0,740
8.1,1,3,3,85,4.8,No,Yes,72,83,19,4,1,6553
7.6,1,1,1,73,3.7,No,No,55,63,30,2,0,4267
9.43,2,3,2,85,3.96,Yes,No,85,81,19,3,1,10061
8.0,1,2,2,90,4.7,Yes,Yes,77,88,13,2,0,7646
8.0,1,3,0,90,4.8,Yes,Yes,72,88,26,4,1,7766
7.5,0,2,2,80,4.8,No,Yes,55,70,8,4,1,3852
8.2,1,3,2,90,4.8,No,Yes,71,83,21,4,1,8805
7.5,1,2,0,74,4.3,No,No,55,65,19,2,0,2662
8.6,2,2,0,70,4.1,Yes,Yes,79,64,23,3,1,6775
6.6,0,1,0,71,4.3,No,Yes,56,64,17,1,0,8351
8.3,2,3,2,90,4.6,Yes,Yes,80,83,22,3,1,675
8.4,2,3,2,90,4.7,Yes,Yes,74,84,30,3,1,8304
7.6,0,1,0,80,3.8,No,No,55,83,20,1,0,6954
7.7,1,1,0,75,4.1,No,Yes,86,69,22,4,1,3842
7.4,1,2,1,71,4.0,No,Yes,76,63,20,4,1,1816
7.4,2,2,1,82,4.6,Yes,Yes,73,88,5,2,0,8499
6.86,1,2,0,74,5.14,No,Yes,58,70,5,2,0,10037
7.2,1,1,0,65,3.7,No,No,63,71,27,2,0,9389
7.6,1,3,1,90,4.5,Yes,Yes,70,80,10,2,0,4654
8.4,2,3,2,90,4.8,Yes,Yes,80,80,27,3,1,7615
6.7,1,2,0,74,4.0,No,Yes,56,66,23,2,0,2101
7.5,1,1,1,74,3.9,No,Yes,60,62,30,2,0,8022
6.5,0,1,0,83,4.1,Yes,Yes,55,80,19,1,0,1674
8.4,1,2,2,77,4.1,No,No,65,72,21,2,0,2102
7.5,1,1,0,78,4.5,No,No,58,65,27,2,0,4214
8.2,1,1,2,89,4.8,Yes,Yes,87,84,30,4,1,7597
8.3,1,1,1,90,4.8,Yes,Yes,84,88,6,4,1,1549
7.9,0,3,1,82,4.0,No,Yes,82,67,7,4,1,7442
7.7,1,3,0,81,4.8,Yes,Yes,59,62,22,2,0,6673
7.0,1,2,1,78,4.8,Yes,Yes,55,68,15,2,0,3324
7.7,2,3,2,90,4.8,Yes,Yes,83,83,28,2,1,9721
8.2,2,3,2,90,4.8,Yes,Yes,89,84,30,3,1,356
8.1,2,2,2,76,4.3,Yes,Yes,72,87,17,3,1,5185
6.5,1,1,1,83,4.1,No,Yes,81,66,13,4,1,1462
8.3,2,3,2,90,4.8,Yes,Yes,90,81,25,3,1,7931
7.8,0,2,0,86,4.3,No,Yes,56,73,18,1,0,9573
6.5,0,2,1,79,4.3,No,No,57,71,9,1,0,3221
7.6,1,2,0,66,3.8,Yes,No,55,68,18,2,0,940
6.6,1,2,0,79,3.9,No,Yes,60,69,26,2,0,9345
6.5,1,1,1,67,4.0,No,Yes,56,65,25,2,0,5148
8.3,1,3,1,88,4.8,Yes,Yes,79,86,18,4,1,6418
7.4,1,1,0,78,4.8,Yes,No,74,80,6,4,1,5924
8.6,2,3,2,87,4.7,Yes,Yes,86,84,9,3,1,8198
7.2,0,1,1,79,4.1,No,Yes,83,67,14,4,1,1752
7.0,1,3,1,77,4.2,Yes,Yes,78,84,23,4,1,3977
6.8,1,2,1,72,4.3,Yes,Yes,55,68,8,2,0,9504
7.4,2,1,1,65,3.2,No,Yes,55,62,23,2,0,1773
6.8,1,1,0,78,3.7,No,Yes,61,65,24,4,1,1197
6.8,2,1,2,83,4.7,Yes,No,79,61,15,2,0,1879
6.9,0,1,0,73,3.0,No,No,62,62,16,1,0,2669
8.4,0,3,2,81,4.8,Yes,Yes,84,84,21,1,0,3172
7.6,1,2,0,68,4.3,Yes,Yes,84,63,23,2,0,2017
8.0,1,3,3,90,4.6,Yes,Yes,72,88,23,4,1,2006
7.4,1,3,0,70,3.8,No,No,78,86,15,2,0,8436
7.7,1,2,0,64,4.2,Yes,Yes,70,69,4,2,0,3894
8.16,1,3,2,95,4.67,No,Yes,55,87,12,4,1,10192
8.2,0,3,2,90,4.7,Yes,No,82,86,9,4,1,3238
7.9,2,3,2,90,4.8,Yes,Yes,86,79,11,2,1,4425
7.5,1,1,0,85,4.5,No,No,55,70,4,2,0,4745
7.8,2,3,2,82,4.6,Yes,No,84,76,8,2,0,2079
7.4,2,2,0,84,4.3,No,Yes,79,82,23,2,0,5220
7.7,1,1,1,73,4.6,No,No,58,72,3,2,0,397
6.8,0,1,0,84,4.1,Yes,Yes,62,86,6,4,1,2789
7.4,1,2,0,71,4.6,No,No,63,68,10,2,0,7429
7.56,1,3,2,74,3.86,Yes,Yes,83,72,19,2,0,10045
7.5,1,2,0,78,3.7,No,No,70,67,12,2,0,4073
6.5,0,1,0,66,3.5,No,No,55,67,26,1,0,5575
7.6,1,2,1,83,4.8,Yes,Yes,55,62,20,2,0,8533
8.2,1,3,2,85,4.4,Yes,Yes,81,84,4,4,1,9700
8.4,1,1,0,78,4.8,Yes,No,71,81,13,2,0,5356
8.0,2,3,0,90,4.5,Yes,Yes,85,79,30,2,1,7523
7.6,1,2,0,72,4.8,No,Yes,63,65,24,2,0,7961
7.7,0,2,1,75,4.1,Yes,Yes,79,66,6,4,1,8311
7.8,1,1,0,74,4.1,No,No,60,61,26,2,0,1520
7.8,1,2,0,77,4.4,Yes,Yes,69,80,12,2,0,8359
8.5,1,1,2,85,4.8,Yes,Yes,73,84,28,4,1,1379
8.2,2,3,2,90,4.8,Yes,Yes,90,84,16,3,1,5673
7.4,1,1,0,64,4.7,Yes,Yes,55,72,19,2,0,1024
8.8,1,1,0,69,4.7,Yes,Yes,70,83,29,2,0,2588
7.3,1,2,1,61,4.7,Yes,Yes,68,72,15,2,0,7325
7.7,1,2,2,78,3.8,Yes,No,63,67,22,2,0,5622
8.0,1,3,2,90,4.8,Yes,Yes,70,84,13,4,1,7946
8.2,2,3,2,90,4.8,Yes,No,77,83,20,3,1,5009
8.8,0,1,2,90,4.8,Yes,Yes,82,82,26,1,0,2858
7.6,1,3,0,78,3.9,Yes,Yes,72,85,4,2,0,8418
8.8,2,3,0,88,4.7,No,Yes,58,87,27,3,1,5772
8.0,1,1,1,82,4.0,No,No,55,74,11,2,0,5843
6.5,1,2,0,61,4.5,No,No,75,68,11,2,0,7443
6.5,1,2,2,90,4.8,No,Yes,70,68,14,2,0,5833
6.8,0,2,1,72,4.4,No,No,62,62,7,1,0,1630
6.7,0,1,0,76,4.0,No,Yes,55,70,21,1,0,4889
6.5,0,1,1,70,4.2,No,Yes,55,63,29,1,0,4527
7.8,2,3,2,90,4.8,Yes,Yes,84,87,28,2,1,3524
8.0,0,3,0,90,3.8,Yes,No,84,80,8,4,1,5905
7.5,1,1,1,76,3.6,No,No,58,70,27,2,0,8096
8.2,1,1,2,79,4.2,No,No,78,70,26,2,0,3608
8.4,2,3,2,88,4.7,Yes,Yes,78,85,21,3,1,9608
8.0,1,1,1,70,4.6,No,Yes,58,63,26,2,0,5221
7.5,2,3,0,88,4.6,Yes,Yes,79,83,21,2,0,235
7.4,1,1,1,73,3.6,No,Yes,59,64,20,2,0,8070
7.1,1,1,0,69,3.5,No,No,60,65,23,2,0,3797
7.8,0,2,0,71,4.4,No,Yes,74,65,30,1,0,4119
7.7,0,1,1,83,3.7,No,Yes,55,69,14,1,0,6319
7.7,2,3,2,89,4.5,No,Yes,74,85,29,2,0,5002
8.4,2,3,2,90,4.8,Yes,Yes,74,88,8,3,1,3801
6.9,0,1,0,71,3.6,No,No,55,70,20,1,0,7851
7.1,1,2,2,82,4.3,No,No,78,67,30,2,0,3900
6.6,1,1,1,77,4.0,No,No,57,66,13,2,0,5025
7.3,0,1,0,85,4.4,No,No,57,68,6,1,0,1949
8.0,1,3,2,90,4.8,Yes,Yes,76,84,30,4,1,6362
8.2,1,2,0,83,4.6,Yes,Yes,66,86,19,4,1,471
8.3,1,3,0,84,4.4,Yes,Yes,73,84,19,2,0,7857
7.8,2,3,0,89,4.5,Yes,Yes,77,82,25,2,1,3493
7.5,2,2,2,85,4.6,Yes,Yes,77,88,17,2,1,6092
8.4,1,1,1,82,4.3,Yes,Yes,60,82,24,2,0,2672
8.4,1,3,0,70,4.8,Yes,Yes,79,81,30,4,1,9998
7.4,0,3,2,90,4.7,Yes,Yes,83,88,19,4,1,2225
7.6,1,2,2,78,4.4,Yes,Yes,82,74,19,2,0,1107
7.9,1,3,0,78,4.6,Yes,Yes,78,85,14,4,1,2189
6.8,0,3,2,76,3.9,Yes,Yes,85,73,30,1,0,819
8.5,2,3,0,89,4.2,Yes,Yes,78,87,28,3,1,5572
7.4,1,3,2,74,4.6,Yes,Yes,82,66,10,2,0,4524
7.7,2,1,0,68,4.6,No,No,65,62,25,2,0,5794
7.6,1,1,0,81,4.2,Yes,Yes,81,81,10,2,0,9569
8.6,2,3,3,83,4.6,Yes,No,86,84,6,2,0,8956
7.6,0,3,0,85,4.7,Yes,Yes,70,75,17,4,1,7756
7.7,1,1,0,82,3.7,No,Yes,55,81,14,4,1,2625
7.5,1,1,1,82,4.6,No,Yes,59,74,5,2,0,7947
7.8,2,3,0,90,4.6,Yes,Yes,86,82,7,2,0,9580
8.04,2,3,2,87,4.96,Yes,Yes,82,95,22,3,1,10116
8.2,1,3,2,90,4.8,Yes,Yes,81,83,9,4,1,9303
8.0,1,1,0,83,4.7,No,Yes,60,87,18,4,1,889
7.3,1,2,1,66,3.7,No,No,55,74,12,2,0,7040
7.6,1,2,0,70,4.7,No,Yes,60,64,28,4,1,2438
6.5,0,2,0,74,4.1,No,Yes,55,82,10,1,0,6057
8.1,2,3,2,90,4.8,Yes,Yes,75,84,15,3,1,7348
8.4,1,3,2,78,4.8,Yes,No,85,81,15,2,0,818
7.6,0,2,1,74,4.8,Yes,Yes,81,72,7,4,1,9115
6.6,1,1,0,73,4.6,No,No,66,72,24,2,0,3415
7.4,0,1,0,82,4.1,No,Yes,58,69,16,1,0,6353
7.7,1,1,1,79,3.9,No,Yes,55,61,5,2,0,2342
8.4,0,3,2,90,4.8,Yes,Yes,83,85,22,4,1,9212
7.8,0,3,0,81,4.2,Yes,Yes,67,66,9,1,0,3168
7.7,1,1,1,64,3.7,No,Yes,55,61,17,2,0,1810
8.6,1,3,2,90,4.8,Yes,Yes,85,87,6,4,1,8277
8.4,1,1,1,69,4.1,Yes,Yes,63,60,24,2,0,1265
7.9,0,1,1,74,3.9,Yes,Yes,79,62,23,1,0,5087
6.5,0,1,0,80,3.9,No,Yes,75,69,20,1,0,7996
7.8,1,2,0,82,4.2,No,No,63,72,6,2,0,5836
6.5,0,1,2,80,4.1,No,Yes,74,82,26,1,0,5195
8.2,1,3,2,79,4.8,Yes,Yes,71,82,9,4,1,4450
6.7,0,1,0,77,4.1,No,No,63,68,21,1,0,4946
8.0,1,3,2,83,4.7,Yes,Yes,55,73,11,4,1,4046
8.4,0,1,3,72,4.2,Yes,Yes,74,82,11,1,0,6774
8.2,1,1,1,79,4.8,Yes,Yes,55,67,9,2,0,3703
7.7,1,2,0,71,4.5,Yes,Yes,71,68,5,2,0,1036
8.6,1,3,2,90,4.8,Yes,Yes,55,85,22,4,1,9444
7.5,1,1,0,69,3.8,No,Yes,62,60,24,2,0,5591
8.3,1,2,0,79,4.3,No,Yes,79,84,21,4,1,1229
8.1,1,2,2,78,4.7,Yes,Yes,57,83,10,2,0,8815
7.6,1,1,1,74,4.5,No,No,55,65,9,2,0,9510
6.6,0,2,0,79,4.2,Yes,No,62,79,7,1,0,5142
8.0,1,2,1,71,4.1,Yes,Yes,80,65,8,2,0,6552
8.1,2,3,2,90,4.7,Yes,Yes,82,82,12,3,1,53
7.4,2,3,2,79,4.7,Yes,No,87,84,18,2,1,7619
8.4,1,3,3,89,4.8,Yes,Yes,84,72,27,4,1,6556
7.7,1,2,1,72,4.5,No,Yes,55,65,29,2,0,8560
6.5,1,1,0,63,3.5,No,No,56,64,8,2,0,160
8.4,1,3,2,90,4.8,Yes,Yes,75,87,4,4,1,7854
6.6,1,1,0,63,3.3,No,No,62,67,22,2,0,1588
7.6,1,3,0,83,4.1,Yes,Yes,57,67,11,2,0,1590
6.61,1,1,1,71,4.21,No,Yes,58,71,24,2,0,10040
8.4,2,3,2,89,4.5,Yes,Yes,76,82,26,2,0,9516
7.9,1,3,0,77,4.1,Yes,Yes,73,82,23,2,0,6688
8.1,1,3,2,90,4.8,Yes,Yes,85,82,23,4,1,7211
